0,6,-96,-112,0,1,60,0,0,112,192,48,0,-80,-96,0,1,80,0,192,112,160,48,0,-48,-144,0,1,100,0,64,0,96,112,0,-32,-144,0,0,100,0,0,0,64,96,0,-80,-112,0,1,80,0,192,304,160,48,0,-96,-128,0,1,60,0,0,304,192,48,0,
0,6,-96,-112,0,1,65,0,0,160,192,48,0,-80,-96,0,1,75,0,192,160,160,48,0,-48,-144,0,1,90,0,64,0,96,112,0,-32,-144,0,0,100,0,0,0,64,96,0,-80,-112,0,1,75,0,192,352,160,48,0,-96,-128,0,1,65,0,0,352,192,48,0,
0,6,-96,-112,0,1,70,0,0,208,192,48,0,-80,-96,0,1,70,0,192,208,160,48,0,-48,-144,0,1,80,0,64,0,96,112,0,-32,-144,0,0,100,0,0,0,64,96,0,-80,-112,0,1,70,0,192,400,160,48,0,-96,-128,0,1,70,0,0,400,192,48,0,
0,6,-96,-112,0,1,75,0,0,256,192,48,0,-80,-96,0,1,65,0,192,256,160,48,0,-48,-144,0,1,70,0,64,0,96,112,0,-32,-144,0,0,100,0,0,0,64,96,0,-80,-112,0,1,65,0,192,448,160,48,0,-96,-128,0,1,75,0,0,448,192,48,0,
0,6,-96,-112,0,1,80,0,0,112,192,48,0,-80,-96,0,1,60,0,192,112,160,48,0,-48,-143,0,1,60,0,64,0,96,112,0,-32,-143,0,0,100,0,0,0,64,96,0,-80,-112,0,1,60,0,192,304,160,48,0,-96,-128,0,1,80,0,0,304,192,48,0,
0,6,-96,-112,0,1,85,0,0,160,192,48,0,-80,-96,0,1,65,0,192,160,160,48,0,-48,-143,0,1,50,0,64,0,96,112,0,-32,-143,0,0,100,0,0,0,64,96,0,-80,-112,0,1,65,0,192,352,160,48,0,-96,-128,0,1,85,0,0,352,192,48,0,
0,6,-96,-112,0,1,90,0,0,208,192,48,0,-80,-96,0,1,70,0,192,208,160,48,0,-48,-143,0,1,40,0,64,0,96,112,0,-32,-143,0,0,100,0,0,0,64,96,0,-80,-112,0,1,70,0,192,400,160,48,0,-96,-128,0,1,90,0,0,400,192,48,0,
0,6,-96,-112,0,1,95,0,0,256,192,48,0,-80,-96,0,1,75,0,192,256,160,48,0,-48,-143,0,1,30,0,64,0,96,112,0,-32,-143,0,0,100,0,0,0,64,96,0,-80,-112,0,1,75,0,192,448,160,48,0,-96,-128,0,1,95,0,0,448,192,48,0,
0,6,-96,-112,0,1,100,0,0,112,192,48,0,-80,-96,0,1,80,0,192,112,160,48,0,-48,-142,0,1,20,0,64,0,96,112,0,-32,-142,0,0,100,0,0,0,64,96,0,-80,-112,0,1,80,0,192,304,160,48,0,-96,-128,0,1,100,0,0,304,192,48,0,
0,6,-96,-112,0,1,95,0,0,160,192,48,0,-80,-96,0,1,85,0,192,160,160,48,0,-48,-142,0,1,30,0,64,0,96,112,0,-32,-142,0,0,100,0,0,0,64,96,0,-80,-112,0,1,85,0,192,352,160,48,0,-96,-128,0,1,95,0,0,352,192,48,0,
0,6,-96,-112,0,1,90,0,0,208,192,48,0,-80,-96,0,1,90,0,192,208,160,48,0,-48,-142,0,1,40,0,64,0,96,112,0,-32,-142,0,0,100,0,0,0,64,96,0,-80,-112,0,1,90,0,192,400,160,48,0,-96,-128,0,1,90,0,0,400,192,48,0,
0,6,-96,-112,0,1,85,0,0,256,192,48,0,-80,-96,0,1,95,0,192,256,160,48,0,-48,-142,0,1,50,0,64,0,96,112,0,-32,-142,0,0,100,0,0,0,64,96,0,-80,-112,0,1,95,0,192,448,160,48,0,-96,-128,0,1,85,0,0,448,192,48,0,
0,6,-96,-112,0,1,80,0,0,112,192,48,0,-80,-96,0,1,100,0,192,112,160,48,0,-48,-143,0,1,60,0,64,0,96,112,0,-32,-143,0,0,100,0,0,0,64,96,0,-80,-112,0,1,100,0,192,304,160,48,0,-96,-128,0,1,80,0,0,304,192,48,0,
0,6,-96,-112,0,1,75,0,0,160,192,48,0,-80,-96,0,1,95,0,192,160,160,48,0,-48,-143,0,1,70,0,64,0,96,112,0,-32,-143,0,0,100,0,0,0,64,96,0,-80,-112,0,1,95,0,192,352,160,48,0,-96,-128,0,1,75,0,0,352,192,48,0,
0,6,-96,-112,0,1,70,0,0,208,192,48,0,-80,-96,0,1,90,0,192,208,160,48,0,-48,-143,0,1,80,0,64,0,96,112,0,-32,-143,0,0,100,0,0,0,64,96,0,-80,-112,0,1,90,0,192,400,160,48,0,-96,-128,0,1,70,0,0,400,192,48,0,
0,6,-96,-112,0,1,65,0,0,256,192,48,0,-80,-96,0,1,85,0,192,256,160,48,0,-48,-143,0,1,90,0,64,0,96,112,0,-32,-143,0,0,100,0,0,0,64,96,0,-80,-112,0,1,85,0,192,448,160,48,0,-96,-128,0,1,65,0,0,448,192,48,0,
0,0,
0,6,-96,-112,0,1,60,0,0,112,192,48,0,-80,-96,0,1,80,0,192,112,160,48,0,-48,-144,0,1,100,0,64,0,96,112,0,-32,-144,0,0,100,0,0,0,64,96,0,-80,-112,0,1,80,0,192,304,160,48,0,-96,-128,0,1,60,0,0,304,192,48,0,
