0,3,-26,-180,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,0,0,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-180,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,0,0,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-180,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,0,0,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-180,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,0,0,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-180,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,248,0,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-180,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,248,0,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-180,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,248,0,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-180,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,248,0,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-181,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,248,248,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-181,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,248,248,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-181,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,248,248,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-181,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,248,248,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-181,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,0,248,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-181,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,0,248,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-181,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,0,248,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-181,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,0,248,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-184,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,496,248,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-182,0,0,100,0,808,416,64,48,0,-130,-172,0,0,100,0,496,248,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-184,0,0,100,0,744,416,64,48,0,-130,-172,0,0,100,0,496,248,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,3,-26,-186,0,0,100,0,872,416,64,48,0,-130,-172,0,0,100,0,496,248,248,248,0,-144,-116,0,0,100,0,744,0,272,208,0,
0,2,-130,-172,0,0,100,0,496,0,248,248,0,-144,-116,0,0,100,0,744,208,272,208,0,
