0,10,17,-104,0,1,25,0,416,240,64,80,0,17,-101,0,1,50,0,480,240,64,80,0,17,-97,0,1,100,0,416,160,64,80,0,-75,-113,0,1,25,0,384,320,64,64,0,-75,-110,0,1,50,0,448,320,64,64,0,-75,-105,0,1,100,0,256,320,64,64,0,-106,-132,0,0,100,0,0,0,208,160,0,-4,-141,0,1,25,0,128,320,64,64,0,-4,-136,0,1,50,0,192,320,64,64,0,-4,-131,0,1,100,0,0,320,64,64,0,
0,10,17,-104,0,1,25,0,480,240,64,80,0,17,-101,0,1,50,0,416,160,64,80,0,17,-97,0,1,100,0,480,160,64,80,0,-75,-113,0,1,25,0,448,320,64,64,0,-75,-110,0,1,50,0,256,320,64,64,0,-75,-105,0,1,100,0,320,320,64,64,0,-106,-132,0,0,100,0,0,0,208,160,0,-4,-141,0,1,25,0,192,320,64,64,0,-4,-136,0,1,50,0,0,320,64,64,0,-4,-131,0,1,100,0,64,320,64,64,0,
0,10,17,-104,0,1,25,0,416,160,64,80,0,17,-101,0,1,50,0,480,160,64,80,0,17,-97,0,1,100,0,416,240,64,80,0,-75,-113,0,1,25,0,256,320,64,64,0,-75,-110,0,1,50,0,320,320,64,64,0,-75,-105,0,1,100,0,384,320,64,64,0,-106,-132,0,0,100,0,0,0,208,160,0,-4,-141,0,1,25,0,0,320,64,64,0,-4,-136,0,1,50,0,64,320,64,64,0,-4,-131,0,1,100,0,128,320,64,64,0,
0,10,17,-104,0,1,25,0,480,160,64,80,0,17,-101,0,1,50,0,416,240,64,80,0,17,-97,0,1,100,0,480,240,64,80,0,-75,-113,0,1,25,0,320,320,64,64,0,-75,-110,0,1,50,0,384,320,64,64,0,-75,-105,0,1,100,0,448,320,64,64,0,-106,-132,0,0,100,0,0,0,208,160,0,-4,-141,0,1,25,0,64,320,64,64,0,-4,-136,0,1,50,0,128,320,64,64,0,-4,-131,0,1,100,0,192,320,64,64,0,
0,10,17,-104,0,1,25,0,416,240,64,80,0,17,-101,0,1,50,0,480,240,64,80,0,17,-97,0,1,100,0,416,160,64,80,0,-75,-113,0,1,25,0,384,320,64,64,0,-75,-110,0,1,50,0,448,320,64,64,0,-75,-105,0,1,100,0,256,320,64,64,0,-106,-132,0,0,100,0,208,0,208,160,0,-4,-141,0,1,25,0,128,320,64,64,0,-4,-136,0,1,50,0,192,320,64,64,0,-4,-131,0,1,100,0,0,320,64,64,0,
0,10,17,-104,0,1,25,0,480,240,64,80,0,17,-101,0,1,50,0,416,160,64,80,0,17,-97,0,1,100,0,480,160,64,80,0,-75,-113,0,1,25,0,448,320,64,64,0,-75,-110,0,1,50,0,256,320,64,64,0,-75,-105,0,1,100,0,320,320,64,64,0,-106,-132,0,0,100,0,208,0,208,160,0,-4,-141,0,1,25,0,192,320,64,64,0,-4,-136,0,1,50,0,0,320,64,64,0,-4,-131,0,1,100,0,64,320,64,64,0,
0,10,17,-104,0,1,25,0,416,160,64,80,0,17,-101,0,1,50,0,480,160,64,80,0,17,-97,0,1,100,0,416,240,64,80,0,-75,-113,0,1,25,0,256,320,64,64,0,-75,-110,0,1,50,0,320,320,64,64,0,-75,-105,0,1,100,0,384,320,64,64,0,-106,-132,0,0,100,0,208,0,208,160,0,-4,-141,0,1,25,0,0,320,64,64,0,-4,-136,0,1,50,0,64,320,64,64,0,-4,-131,0,1,100,0,128,320,64,64,0,
0,10,17,-104,0,1,25,0,480,160,64,80,0,17,-101,0,1,50,0,416,240,64,80,0,17,-97,0,1,100,0,480,240,64,80,0,-75,-113,0,1,25,0,320,320,64,64,0,-75,-110,0,1,50,0,384,320,64,64,0,-75,-105,0,1,100,0,448,320,64,64,0,-106,-132,0,0,100,0,208,0,208,160,0,-4,-141,0,1,25,0,64,320,64,64,0,-4,-136,0,1,50,0,128,320,64,64,0,-4,-131,0,1,100,0,192,320,64,64,0,
0,10,17,-104,0,1,25,0,416,240,64,80,0,17,-101,0,1,50,0,480,240,64,80,0,17,-97,0,1,100,0,416,160,64,80,0,-75,-113,0,1,25,0,384,320,64,64,0,-75,-110,0,1,50,0,448,320,64,64,0,-75,-105,0,1,100,0,256,320,64,64,0,-106,-132,0,0,100,0,416,0,208,160,0,-4,-141,0,1,25,0,128,320,64,64,0,-4,-136,0,1,50,0,192,320,64,64,0,-4,-131,0,1,100,0,0,320,64,64,0,
0,10,17,-104,0,1,25,0,480,240,64,80,0,17,-101,0,1,50,0,416,160,64,80,0,17,-97,0,1,100,0,480,160,64,80,0,-75,-113,0,1,25,0,448,320,64,64,0,-75,-110,0,1,50,0,256,320,64,64,0,-75,-105,0,1,100,0,320,320,64,64,0,-106,-132,0,0,100,0,416,0,208,160,0,-4,-141,0,1,25,0,192,320,64,64,0,-4,-136,0,1,50,0,0,320,64,64,0,-4,-131,0,1,100,0,64,320,64,64,0,
