83,0,0,4,
84,0,0,4,
85,0,0,5,
86,0,0,6,
87,0,0,6,
88,0,0,6,
89,0,0,5,
90,0,0,4,
91,0,0,4,
92,0,0,5,
93,0,0,6,
94,0,0,6,
95,0,0,5,
96,0,0,4,
97,0,0,5,
98,0,0,6,
99,0,0,6,
100,0,0,6,
101,0,0,6,
102,0,0,4,
103,0,0,3,
104,0,0,4,
105,0,0,5,
106,0,0,5,
107,0,0,5,
108,0,0,5,
109,0,0,6,
110,0,0,4,
111,0,0,3,
112,0,0,3,
113,0,0,4,
114,0,0,5,
115,0,0,6,
116,0,0,6,
117,0,0,6,
118,0,0,5,
119,0,0,4,
120,0,0,4,
121,0,0,4,
122,0,0,5,
123,0,0,6,
124,0,0,6,
125,0,0,5,
126,0,0,4,
127,0,0,5,
128,0,0,6,
129,0,0,6,
130,0,0,6,
131,0,0,6,
132,0,0,5,
133,0,0,4,
134,0,0,5,
135,0,0,6,
136,0,0,6,
137,0,0,5,
138,0,0,4,
139,0,0,6,
140,0,0,6,
141,0,0,6,
142,0,0,7,
143,0,0,7,
143,0,0,7,
143,0,0,7,
143,0,0,7,
143,0,0,7,
143,0,0,7,
143,0,0,7,
149,0,0,7,
150,0,0,7,
