0,8,-80,-320,0,0,100,0,0,0,160,176,0,-32,-64,0,1,100,0,336,592,64,48,0,-32,-176,0,1,100,0,0,352,64,160,0,37,-48,0,1,100,0,336,512,48,80,0,0,64,0,0,100,0,336,256,64,64,0,-64,-16,0,0,100,0,336,0,64,64,0,-96,-48,0,0,100,0,160,0,176,176,0,-144,0,0,0,65,0,64,352,272,160,0,
0,8,-80,-320,0,0,100,0,0,0,160,176,0,-32,-64,0,1,100,0,336,592,64,48,0,-32,-176,0,1,95,0,0,352,64,160,0,37,-48,0,1,95,0,336,512,48,80,0,0,64,0,0,100,0,336,320,64,64,0,-64,-16,0,0,100,0,336,64,64,64,0,-96,-48,0,0,100,0,160,0,176,176,0,-144,0,0,0,65,0,64,352,272,160,0,
0,8,-80,-320,0,0,100,0,0,0,160,176,0,-32,-64,0,1,100,0,336,592,64,48,0,-32,-176,0,1,90,0,0,352,64,160,0,37,-48,0,1,90,0,336,512,48,80,0,0,64,0,0,100,0,336,384,64,64,0,-64,-16,0,0,100,0,336,128,64,64,0,-96,-48,0,0,100,0,160,0,176,176,0,-144,0,0,0,65,0,64,352,272,160,0,
0,8,-80,-320,0,0,100,0,0,0,160,176,0,-32,-64,0,1,100,0,336,592,64,48,0,-32,-176,0,1,85,0,0,352,64,160,0,37,-48,0,1,85,0,336,512,48,80,0,0,64,0,0,100,0,336,448,64,64,0,-64,-16,0,0,100,0,336,192,64,64,0,-96,-48,0,0,100,0,160,0,176,176,0,-144,0,0,0,65,0,64,352,272,160,0,
0,8,-80,-320,0,0,100,0,0,0,160,176,0,-32,-64,0,1,100,0,336,592,64,48,0,-32,-176,0,1,80,0,0,352,64,160,0,37,-48,0,1,80,0,336,512,48,80,0,0,64,0,0,100,0,336,256,64,64,0,-64,-16,0,0,100,0,336,0,64,64,0,-96,-48,0,0,100,0,160,0,176,176,0,-144,0,0,0,65,0,64,352,272,160,0,
0,8,-80,-320,0,0,100,0,0,0,160,176,0,-32,-64,0,1,100,0,336,592,64,48,0,-32,-176,0,1,75,0,0,352,64,160,0,37,-48,0,1,75,0,336,512,48,80,0,0,64,0,0,100,0,336,320,64,64,0,-64,-16,0,0,100,0,336,64,64,64,0,-96,-48,0,0,100,0,160,0,176,176,0,-144,0,0,0,65,0,64,352,272,160,0,
0,8,-80,-320,0,0,100,0,0,0,160,176,0,-32,-64,0,1,100,0,336,592,64,48,0,-32,-176,0,1,70,0,0,352,64,160,0,37,-48,0,1,70,0,336,512,48,80,0,0,64,0,0,100,0,336,384,64,64,0,-64,-16,0,0,100,0,336,128,64,64,0,-96,-48,0,0,100,0,160,0,176,176,0,-144,0,0,0,65,0,64,352,272,160,0,
0,8,-80,-320,0,0,100,0,0,0,160,176,0,-32,-64,0,1,100,0,336,592,64,48,0,-32,-176,0,1,65,0,0,352,64,160,0,37,-48,0,1,65,0,336,512,48,80,0,0,64,0,0,100,0,336,448,64,64,0,-64,-16,0,0,100,0,336,192,64,64,0,-96,-48,0,0,100,0,160,0,176,176,0,-144,0,0,0,65,0,64,352,272,160,0,
0,8,-80,-320,0,0,100,0,0,0,160,176,0,-32,-64,0,1,100,0,336,592,64,48,0,-32,-176,0,1,60,0,0,352,64,160,0,37,-48,0,1,60,0,336,512,48,80,0,0,64,0,0,100,0,336,256,64,64,0,-64,-16,0,0,100,0,336,0,64,64,0,-96,-48,0,0,100,0,160,0,176,176,0,-144,0,0,0,65,0,64,352,272,160,0,
0,8,-80,-320,0,0,100,0,0,0,160,176,0,-32,-64,0,1,100,0,336,592,64,48,0,-32,-176,0,1,65,0,0,352,64,160,0,37,-48,0,1,65,0,336,512,48,80,0,0,64,0,0,100,0,336,320,64,64,0,-64,-16,0,0,100,0,336,64,64,64,0,-96,-48,0,0,100,0,160,0,176,176,0,-144,0,0,0,65,0,64,352,272,160,0,
