0,9,33,-65,0,1,100,0,520,420,60,60,0,-43,-58,0,1,100,0,460,420,60,60,0,-86,-85,0,1,100,0,400,420,60,60,0,23,-97,0,1,100,0,520,320,60,60,0,-7,-74,0,1,100,0,460,320,60,60,0,-95,-106,0,1,100,0,400,320,40,40,0,38,-142,0,1,100,0,400,360,60,60,0,-100,-220,0,0,100,0,0,0,200,240,0,-100,-40,0,0,46,0,400,240,200,80,0,
0,9,33,-65,0,1,80,0,520,420,60,60,0,-43,-58,0,1,80,0,460,420,60,60,0,-86,-85,0,1,80,0,400,420,60,60,0,23,-97,0,1,80,0,520,320,60,60,0,-7,-74,0,1,80,0,460,320,60,60,0,-95,-106,0,1,80,0,400,320,40,40,0,38,-142,0,1,80,0,400,360,60,60,0,-100,-220,0,0,100,0,0,0,200,240,0,-100,-40,0,0,46,0,400,240,200,80,0,
0,9,33,-65,0,1,60,0,520,420,60,60,0,-43,-58,0,1,60,0,460,420,60,60,0,-86,-85,0,1,60,0,400,420,60,60,0,23,-97,0,1,60,0,520,320,60,60,0,-7,-74,0,1,60,0,460,320,60,60,0,-95,-106,0,1,60,0,400,320,40,40,0,38,-142,0,1,60,0,400,360,60,60,0,-100,-220,0,0,100,0,0,0,200,240,0,-100,-40,0,0,46,0,400,240,200,80,0,
0,9,34,-64,0,1,40,0,520,420,60,60,0,-44,-56,0,1,40,0,460,420,60,60,0,-87,-83,0,1,40,0,400,420,60,60,0,24,-96,0,1,40,0,520,320,60,60,0,-7,-73,0,1,40,0,460,320,60,60,0,-96,-105,0,1,40,0,400,320,40,40,0,39,-141,0,1,40,0,400,360,60,60,0,-100,-220,0,0,100,0,200,0,200,240,0,-100,-40,0,0,46,0,400,240,200,80,0,
0,9,34,-64,0,1,20,0,520,420,60,60,0,-44,-56,0,1,20,0,460,420,60,60,0,-87,-83,0,1,20,0,400,420,60,60,0,24,-96,0,1,20,0,520,320,60,60,0,-7,-73,0,1,20,0,460,320,60,60,0,-96,-105,0,1,20,0,400,320,40,40,0,39,-141,0,1,20,0,400,360,60,60,0,-100,-220,0,0,100,0,200,0,200,240,0,-100,-40,0,0,46,0,400,240,200,80,0,
0,9,34,-64,0,1,0,0,520,420,60,60,0,-44,-56,0,1,0,0,460,420,60,60,0,-87,-83,0,1,0,0,400,420,60,60,0,24,-96,0,1,0,0,520,320,60,60,0,-7,-73,0,1,0,0,460,320,60,60,0,-96,-105,0,1,0,0,400,320,40,40,0,39,-141,0,1,0,0,400,360,60,60,0,-100,-220,0,0,100,0,200,0,200,240,0,-100,-40,0,0,46,0,400,240,200,80,0,
0,9,33,-62,0,1,0,0,520,420,60,60,0,-43,-54,0,1,0,0,460,420,60,60,0,-87,-81,0,1,0,0,400,420,60,60,0,24,-94,0,1,0,0,520,320,60,60,0,-7,-72,0,1,0,0,460,320,60,60,0,-96,-103,0,1,0,0,400,320,40,40,0,40,-139,0,1,0,0,400,360,60,60,0,-100,-220,0,0,100,0,400,0,200,240,0,-100,-40,0,0,46,0,400,240,200,80,0,
0,9,33,-62,0,1,20,0,520,420,60,60,0,-43,-54,0,1,20,0,460,420,60,60,0,-87,-81,0,1,20,0,400,420,60,60,0,24,-94,0,1,20,0,520,320,60,60,0,-7,-72,0,1,20,0,460,320,60,60,0,-96,-103,0,1,20,0,400,320,40,40,0,40,-139,0,1,20,0,400,360,60,60,0,-100,-220,0,0,100,0,400,0,200,240,0,-100,-40,0,0,46,0,400,240,200,80,0,
0,9,33,-62,0,1,40,0,520,420,60,60,0,-43,-54,0,1,40,0,460,420,60,60,0,-87,-81,0,1,40,0,400,420,60,60,0,24,-94,0,1,40,0,520,320,60,60,0,-7,-72,0,1,40,0,460,320,60,60,0,-96,-103,0,1,40,0,400,320,40,40,0,40,-139,0,1,40,0,400,360,60,60,0,-100,-220,0,0,100,0,400,0,200,240,0,-100,-40,0,0,46,0,400,240,200,80,0,
0,9,32,-64,0,1,60,0,520,420,60,60,0,-42,-56,0,1,60,0,460,420,60,60,0,-86,-83,0,1,60,0,400,420,60,60,0,24,-96,0,1,60,0,520,320,60,60,0,-7,-73,0,1,60,0,460,320,60,60,0,-96,-105,0,1,60,0,400,320,40,40,0,39,-141,0,1,60,0,400,360,60,60,0,-100,-220,0,0,100,0,0,240,200,240,0,-100,-40,0,0,46,0,400,240,200,80,0,
0,9,32,-64,0,1,80,0,520,420,60,60,0,-42,-56,0,1,80,0,460,420,60,60,0,-86,-83,0,1,80,0,400,420,60,60,0,24,-96,0,1,80,0,520,320,60,60,0,-7,-73,0,1,80,0,460,320,60,60,0,-96,-105,0,1,80,0,400,320,40,40,0,39,-141,0,1,80,0,400,360,60,60,0,-100,-220,0,0,100,0,0,240,200,240,0,-100,-40,0,0,46,0,400,240,200,80,0,
0,9,32,-64,0,1,100,0,520,420,60,60,0,-42,-56,0,1,100,0,460,420,60,60,0,-86,-83,0,1,100,0,400,420,60,60,0,24,-96,0,1,100,0,520,320,60,60,0,-7,-73,0,1,100,0,460,320,60,60,0,-96,-105,0,1,100,0,400,320,40,40,0,39,-141,0,1,100,0,400,360,60,60,0,-100,-220,0,0,100,0,0,240,200,240,0,-100,-40,0,0,46,0,400,240,200,80,0,
0,1,-100,-220,0,0,100,0,200,240,200,260,0,
