0,2,-96,-240,0,0,100,0,0,0,192,288,0,-112,-272,0,1,100,0,0,288,160,224,0,
0,2,-96,-240,0,0,100,0,0,0,192,288,0,-112,-272,0,1,100,0,160,288,160,224,0,
0,2,-96,-240,0,0,100,0,0,0,192,288,0,-112,-272,0,1,100,0,320,288,160,224,0,
0,2,-96,-240,0,0,100,0,0,0,192,288,0,-112,-272,0,1,100,0,480,288,160,224,0,
0,2,-96,-240,0,0,100,0,0,0,192,288,0,-112,-272,0,1,100,0,640,288,160,224,0,
0,2,-96,-240,0,0,100,0,0,0,192,288,0,-112,-272,0,1,100,0,800,288,160,224,0,
0,2,-96,-240,0,0,100,0,0,0,192,288,0,-112,-272,0,1,100,0,0,512,160,224,0,
0,2,-96,-240,0,0,100,0,0,0,192,288,0,-112,-272,0,1,100,0,160,512,160,224,0,
0,2,-96,-240,0,0,100,0,192,0,192,288,0,-112,-272,0,1,100,0,0,288,160,224,0,
0,2,-96,-240,0,0,100,0,192,0,192,288,0,-112,-272,0,1,100,0,160,288,160,224,0,
0,2,-96,-240,0,0,100,0,192,0,192,288,0,-112,-272,0,1,100,0,320,288,160,224,0,
0,2,-96,-240,0,0,100,0,192,0,192,288,0,-112,-272,0,1,100,0,480,288,160,224,0,
0,2,-96,-240,0,0,100,0,192,0,192,288,0,-112,-272,0,1,100,0,640,288,160,224,0,
0,2,-96,-240,0,0,100,0,192,0,192,288,0,-112,-272,0,1,100,0,800,288,160,224,0,
0,2,-96,-240,0,0,100,0,192,0,192,288,0,-112,-272,0,1,100,0,0,512,160,224,0,
0,2,-96,-240,0,0,100,0,192,0,192,288,0,-112,-272,0,1,100,0,160,512,160,224,0,
0,2,-96,-240,0,0,100,0,384,0,192,288,0,-112,-272,0,1,100,0,0,288,160,224,0,
0,2,-96,-240,0,0,100,0,384,0,192,288,0,-112,-272,0,1,100,0,160,288,160,224,0,
0,2,-96,-240,0,0,100,0,384,0,192,288,0,-112,-272,0,1,100,0,320,288,160,224,0,
0,2,-96,-240,0,0,100,0,384,0,192,288,0,-112,-272,0,1,100,0,480,288,160,224,0,
0,2,-96,-240,0,0,100,0,384,0,192,288,0,-112,-272,0,1,100,0,640,288,160,224,0,
0,2,-96,-240,0,0,100,0,384,0,192,288,0,-112,-272,0,1,100,0,800,288,160,224,0,
0,2,-96,-240,0,0,100,0,384,0,192,288,0,-112,-272,0,1,100,0,0,512,160,224,0,
0,2,-96,-240,0,0,100,0,384,0,192,288,0,-112,-272,0,1,100,0,160,512,160,224,0,
0,2,-96,-240,0,0,100,0,576,0,192,288,0,-112,-272,0,1,100,0,0,288,160,224,0,
0,2,-96,-240,0,0,100,0,576,0,192,288,0,-112,-272,0,1,100,0,160,288,160,224,0,
0,2,-96,-240,0,0,100,0,576,0,192,288,0,-112,-272,0,1,100,0,320,288,160,224,0,
0,2,-96,-240,0,0,100,0,576,0,192,288,0,-112,-272,0,1,100,0,480,288,160,224,0,
0,2,-96,-240,0,0,100,0,576,0,192,288,0,-112,-272,0,1,100,0,640,288,160,224,0,
0,2,-96,-240,0,0,100,0,576,0,192,288,0,-112,-272,0,1,100,0,800,288,160,224,0,
0,2,-96,-240,0,0,100,0,576,0,192,288,0,-112,-272,0,1,100,0,0,512,160,224,0,
0,2,-96,-240,0,0,100,0,576,0,192,288,0,-112,-272,0,1,100,0,160,512,160,224,0,
0,2,-96,-240,0,0,100,0,768,0,192,288,0,-112,-272,0,0,70,0,320,512,160,224,0,
