0,7,-178,-344,0,0,100,0,0,0,352,336,0,-178,-344,0,0,30,0,1056,0,352,336,0,-178,-344,0,0,15,0,704,0,352,336,0,-42,-224,0,0,100,0,352,1008,80,96,0,-178,-344,0,1,100,0,0,336,352,336,0,-178,-344,0,1,70,0,1056,672,352,336,0,-178,-344,0,0,100,0,0,1008,352,336,0,
0,7,-178,-344,0,0,100,0,352,0,352,336,0,-178,-344,0,0,30,0,0,0,352,336,0,-178,-344,0,0,15,0,1056,0,352,336,0,-42,-224,0,0,100,0,352,1008,80,96,0,-178,-344,0,1,100,0,352,336,352,336,0,-178,-344,0,1,70,0,0,336,352,336,0,-178,-344,0,0,100,0,0,1008,352,336,0,
0,7,-178,-344,0,0,100,0,704,0,352,336,0,-178,-344,0,0,30,0,352,0,352,336,0,-178,-344,0,0,15,0,0,0,352,336,0,-42,-224,0,0,100,0,352,1008,80,96,0,-178,-344,0,1,100,0,704,336,352,336,0,-178,-344,0,1,70,0,352,336,352,336,0,-178,-344,0,0,100,0,0,1008,352,336,0,
0,7,-178,-344,0,0,100,0,1056,0,352,336,0,-178,-344,0,0,30,0,704,0,352,336,0,-178,-344,0,0,15,0,352,0,352,336,0,-42,-224,0,0,100,0,352,1008,80,96,0,-178,-344,0,1,100,0,1056,336,352,336,0,-178,-344,0,1,70,0,704,336,352,336,0,-178,-344,0,0,100,0,0,1008,352,336,0,
0,7,-178,-344,0,0,100,0,0,0,352,336,0,-178,-344,0,0,30,0,1056,0,352,336,0,-178,-344,0,0,15,0,704,0,352,336,0,-42,-224,0,0,100,0,352,1008,80,96,0,-178,-344,0,1,100,0,0,672,352,336,0,-178,-344,0,1,70,0,1056,336,352,336,0,-178,-344,0,0,100,0,0,1008,352,336,0,
0,7,-178,-344,0,0,100,0,0,0,352,336,0,-178,-344,0,0,30,0,1056,0,352,336,0,-178,-344,0,0,15,0,704,0,352,336,0,-42,-224,0,0,100,0,432,1008,80,96,0,-178,-344,0,1,100,0,0,672,352,336,0,-178,-344,0,1,70,0,1056,336,352,336,0,-178,-344,0,0,100,0,0,1008,352,336,0,
0,7,-178,-344,0,0,100,0,352,0,352,336,0,-178,-344,0,0,30,0,0,0,352,336,0,-178,-344,0,0,15,0,1056,0,352,336,0,-42,-224,0,0,100,0,512,1008,80,96,0,-178,-344,0,1,100,0,352,672,352,336,0,-178,-344,0,1,70,0,0,672,352,336,0,-178,-344,0,0,100,0,0,1008,352,336,0,
0,7,-178,-344,0,0,100,0,352,0,352,336,0,-178,-344,0,0,30,0,0,0,352,336,0,-178,-344,0,0,15,0,1056,0,352,336,0,-42,-224,0,0,100,0,592,1008,80,96,0,-178,-344,0,1,100,0,352,672,352,336,0,-178,-344,0,1,70,0,0,672,352,336,0,-178,-344,0,0,100,0,0,1008,352,336,0,
0,7,-178,-344,0,0,100,0,704,0,352,336,0,-178,-344,0,0,30,0,352,0,352,336,0,-178,-344,0,0,15,0,0,0,352,336,0,-42,-224,0,0,100,0,352,1008,80,96,0,-178,-344,0,1,100,0,704,672,352,336,0,-178,-344,0,1,70,0,352,672,352,336,0,-178,-344,0,0,100,0,0,1008,352,336,0,
0,7,-178,-344,0,0,100,0,1056,0,352,336,0,-178,-344,0,0,30,0,704,0,352,336,0,-178,-344,0,0,15,0,352,0,352,336,0,-42,-224,0,0,100,0,352,1008,80,96,0,-178,-344,0,1,100,0,1056,672,352,336,0,-178,-344,0,1,70,0,704,672,352,336,0,-178,-344,0,0,100,0,0,1008,352,336,0,
0,1,-178,-344,0,0,100,0,704,1008,352,336,0,
