0,8,-15,-44,0,1,10,0,448,296,72,72,0,-38,-21,0,0,100,0,0,368,96,48,0,8,-25,0,1,40,0,416,296,32,32,0,-22,-42,0,1,10,0,448,296,72,72,0,-4,-42,0,1,30,0,448,296,72,72,0,-11,-31,0,1,30,0,448,296,72,72,0,-118,-109,0,0,100,0,0,0,208,184,0,-83,26,0,0,100,0,416,184,168,56,0,
0,8,-15,-44,0,1,20,0,448,296,72,72,0,-38,-21,0,0,100,0,0,368,96,48,0,8,-25,0,1,60,0,416,296,32,32,0,-22,-42,0,1,20,0,448,296,72,72,0,-4,-42,0,1,40,0,448,296,72,72,0,-11,-31,0,1,40,0,448,296,72,72,0,-118,-109,0,0,100,0,0,0,208,184,0,-83,26,0,0,100,0,416,184,168,56,0,
0,8,-16,-44,0,1,30,0,448,296,72,72,0,-40,-24,0,0,100,0,96,368,96,48,0,7,-25,0,1,80,0,416,296,32,32,0,-23,-42,0,1,30,0,448,296,72,72,0,-5,-42,0,1,50,0,448,296,72,72,0,-12,-31,0,1,50,0,448,296,72,72,0,-118,-109,0,0,100,0,208,0,208,184,0,-83,26,0,0,100,0,416,184,168,56,0,
0,8,-16,-44,0,1,40,0,448,296,72,72,0,-40,-24,0,0,100,0,96,368,96,48,0,7,-25,0,1,100,0,416,296,32,32,0,-23,-42,0,1,30,0,448,296,72,72,0,-5,-42,0,1,70,0,448,296,72,72,0,-12,-31,0,1,70,0,448,296,72,72,0,-118,-109,0,0,100,0,208,0,208,184,0,-83,26,0,0,100,0,416,184,168,56,0,
0,8,-17,-44,0,1,30,0,448,296,72,72,0,-40,-23,0,0,100,0,192,368,96,48,0,6,-25,0,1,90,0,416,296,32,32,0,-24,-42,0,1,20,0,448,296,72,72,0,-6,-42,0,1,60,0,448,296,72,72,0,-13,-31,0,1,60,0,448,296,72,72,0,-118,-109,0,0,100,0,208,184,208,184,0,-83,26,0,0,100,0,416,184,168,56,0,
0,8,-17,-44,0,1,20,0,448,296,72,72,0,-40,-23,0,0,100,0,192,368,96,48,0,6,-25,0,1,70,0,416,296,32,32,0,-24,-42,0,1,10,0,448,296,72,72,0,-6,-42,0,1,50,0,448,296,72,72,0,-13,-31,0,1,50,0,448,296,72,72,0,-118,-109,0,0,100,0,208,184,208,184,0,-83,26,0,0,100,0,416,184,168,56,0,
0,8,-16,-44,0,1,10,0,448,296,72,72,0,-41,-23,0,0,100,0,288,368,96,48,0,7,-25,0,1,50,0,416,296,32,32,0,-23,-42,0,1,10,0,448,296,72,72,0,-5,-42,0,1,30,0,448,296,72,72,0,-12,-31,0,1,30,0,448,296,72,72,0,-118,-109,0,0,100,0,0,184,208,184,0,-83,26,0,0,100,0,416,184,168,56,0,
0,8,-16,-44,0,1,5,0,448,296,72,72,0,-41,-23,0,0,100,0,288,368,96,48,0,7,-25,0,1,20,0,416,296,32,32,0,-23,-42,0,1,5,0,448,296,72,72,0,-5,-42,0,1,10,0,448,296,72,72,0,-12,-31,0,1,10,0,448,296,72,72,0,-118,-109,0,0,100,0,0,184,208,184,0,-83,26,0,0,100,0,416,184,168,56,0,
0,3,-38,-21,0,0,100,0,0,368,96,48,0,-118,-109,0,0,100,0,0,0,208,184,0,-83,26,0,0,100,0,416,184,168,56,0,
0,3,-40,-24,0,0,100,0,96,368,96,48,0,-118,-109,0,0,100,0,208,0,208,184,0,-83,26,0,0,100,0,416,184,168,56,0,
0,3,-40,-23,0,0,100,0,192,368,96,48,0,-118,-109,0,0,100,0,208,184,208,184,0,-83,26,0,0,100,0,416,184,168,56,0,
0,3,-41,-23,0,0,100,0,288,368,96,48,0,-118,-109,0,0,100,0,0,184,208,184,0,-83,26,0,0,100,0,416,184,168,56,0,
0,8,-15,-44,0,1,10,0,552,296,72,72,0,-38,-21,0,0,100,0,384,368,96,48,0,8,-25,0,1,40,0,520,296,32,32,0,-22,-42,0,1,10,0,552,296,72,72,0,-4,-42,0,1,30,0,552,296,72,72,0,-11,-31,0,1,30,0,552,296,72,72,0,-118,-109,0,0,100,0,416,0,208,184,0,-83,26,0,0,100,0,416,240,168,56,0,
