0,4,0,-192,0,1,100,0,1056,0,64,48,0,0,-160,0,1,100,0,1056,48,64,48,0,-224,-240,0,0,100,0,0,0,352,304,0,-272,-64,0,0,65,0,704,304,416,144,0,
0,4,0,-192,0,1,90,0,1056,0,64,48,0,0,-160,0,1,90,0,1056,48,64,48,0,-224,-240,0,0,100,0,0,0,352,304,0,-272,-64,0,0,65,0,704,304,416,144,0,
0,4,0,-192,0,1,80,0,1056,0,64,48,0,0,-160,0,1,80,0,1056,48,64,48,0,-224,-240,0,0,100,0,0,0,352,304,0,-272,-64,0,0,65,0,704,304,416,144,0,
0,4,0,-192,0,1,70,0,1056,0,64,48,0,0,-160,0,1,70,0,1056,48,64,48,0,-224,-240,0,0,100,0,0,0,352,304,0,-272,-64,0,0,65,0,704,304,416,144,0,
0,4,1,-192,0,1,60,0,1056,0,64,48,0,1,-160,0,1,60,0,1056,48,64,48,0,-224,-240,0,0,100,0,352,0,352,304,0,-272,-64,0,0,65,0,704,304,416,144,0,
0,4,1,-192,0,1,50,0,1056,0,64,48,0,1,-160,0,1,50,0,1056,48,64,48,0,-224,-240,0,0,100,0,352,0,352,304,0,-272,-64,0,0,65,0,704,304,416,144,0,
0,4,1,-192,0,1,40,0,1056,0,64,48,0,1,-160,0,1,40,0,1056,48,64,48,0,-224,-240,0,0,100,0,352,0,352,304,0,-272,-64,0,0,65,0,704,304,416,144,0,
0,4,1,-192,0,1,30,0,1056,0,64,48,0,1,-160,0,1,30,0,1056,48,64,48,0,-224,-240,0,0,100,0,352,0,352,304,0,-272,-64,0,0,65,0,704,304,416,144,0,
0,4,2,-189,0,1,20,0,1056,0,64,48,0,2,-158,0,1,20,0,1056,48,64,48,0,-224,-240,0,0,100,0,704,0,352,304,0,-272,-64,0,0,65,0,704,304,416,144,0,
0,4,2,-189,0,1,30,0,1056,0,64,48,0,2,-158,0,1,30,0,1056,48,64,48,0,-224,-240,0,0,100,0,704,0,352,304,0,-272,-64,0,0,65,0,704,304,416,144,0,
0,4,2,-189,0,1,40,0,1056,0,64,48,0,2,-158,0,1,40,0,1056,48,64,48,0,-224,-240,0,0,100,0,704,0,352,304,0,-272,-64,0,0,65,0,704,304,416,144,0,
0,4,2,-189,0,1,50,0,1056,0,64,48,0,2,-158,0,1,50,0,1056,48,64,48,0,-224,-240,0,0,100,0,704,0,352,304,0,-272,-64,0,0,65,0,704,304,416,144,0,
0,4,1,-191,0,1,60,0,1056,0,64,48,0,1,-159,0,1,60,0,1056,48,64,48,0,-224,-240,0,0,100,0,0,304,352,304,0,-272,-64,0,0,65,0,704,304,416,144,0,
0,4,1,-191,0,1,70,0,1056,0,64,48,0,1,-159,0,1,70,0,1056,48,64,48,0,-224,-240,0,0,100,0,0,304,352,304,0,-272,-64,0,0,65,0,704,304,416,144,0,
0,4,1,-191,0,1,80,0,1056,0,64,48,0,1,-159,0,1,80,0,1056,48,64,48,0,-224,-240,0,0,100,0,0,304,352,304,0,-272,-64,0,0,65,0,704,304,416,144,0,
0,4,1,-191,0,1,90,0,1056,0,64,48,0,1,-159,0,1,90,0,1056,48,64,48,0,-224,-240,0,0,100,0,0,304,352,304,0,-272,-64,0,0,65,0,704,304,416,144,0,
0,2,-224,-240,0,0,100,0,352,304,352,304,0,-272,-64,0,0,65,0,704,448,416,144,0,
