0,12,-59,-88,0,1,100,0,384,256,128,112,0,-79,-93,0,1,80,0,256,256,128,112,0,-80,-98,0,1,0,0,128,256,128,112,0,-60,-88,0,1,20,0,0,256,128,112,0,-49,-147,0,1,60,0,0,368,96,176,0,22,-106,0,1,60,0,464,176,16,16,0,22,-108,0,0,100,0,448,176,16,16,0,-49,-147,0,0,100,0,0,0,96,176,0,-43,-91,0,1,100,0,336,176,112,80,0,-76,-101,0,1,80,0,224,176,112,80,0,-46,-89,0,1,0,0,112,176,112,80,0,-66,-78,0,1,20,0,0,176,112,80,0,
0,12,-59,-89,0,1,100,0,384,256,128,112,0,-79,-94,0,1,60,0,256,256,128,112,0,-80,-114,0,1,0,0,128,256,128,112,0,-60,-89,0,1,40,0,0,256,128,112,0,-49,-147,0,1,60,0,0,368,96,176,0,22,-106,0,1,60,0,464,176,16,16,0,22,-108,0,0,100,0,448,176,16,16,0,-49,-147,0,0,100,0,0,0,96,176,0,-43,-92,0,1,100,0,336,176,112,80,0,-77,-102,0,1,60,0,224,176,112,80,0,-46,-90,0,1,0,0,112,176,112,80,0,-66,-79,0,1,40,0,0,176,112,80,0,
0,12,-59,-90,0,1,100,0,384,256,128,112,0,-80,-95,0,1,40,0,256,256,128,112,0,-80,-114,0,1,0,0,128,256,128,112,0,-59,-90,0,1,60,0,0,256,128,112,0,-49,-147,0,1,50,0,0,368,96,176,0,22,-106,0,1,50,0,464,176,16,16,0,22,-108,0,0,100,0,448,176,16,16,0,-49,-147,0,0,100,0,0,0,96,176,0,-42,-93,0,1,100,0,336,176,112,80,0,-78,-103,0,1,40,0,224,176,112,80,0,-46,-77,0,1,0,0,112,176,112,80,0,-67,-80,0,1,60,0,0,176,112,80,0,
0,12,-59,-91,0,1,100,0,384,256,128,112,0,-80,-96,0,1,20,0,256,256,128,112,0,-80,-114,0,1,0,0,128,256,128,112,0,-59,-91,0,1,80,0,0,256,128,112,0,-49,-147,0,1,50,0,0,368,96,176,0,22,-106,0,1,50,0,464,176,16,16,0,22,-108,0,0,100,0,448,176,16,16,0,-49,-147,0,0,100,0,0,0,96,176,0,-42,-94,0,1,100,0,336,176,112,80,0,-79,-104,0,1,20,0,224,176,112,80,0,-46,-77,0,1,0,0,112,176,112,80,0,-67,-81,0,1,80,0,0,176,112,80,0,
0,12,-59,-92,0,1,80,0,384,256,128,112,0,-48,-97,0,1,0,0,256,256,128,112,0,-81,-86,0,1,20,0,128,256,128,112,0,-58,-92,0,1,100,0,0,256,128,112,0,-49,-147,0,1,40,0,96,368,96,176,0,22,-107,0,1,40,0,464,176,16,16,0,22,-109,0,0,100,0,448,176,16,16,0,-49,-147,0,0,100,0,96,0,96,176,0,-41,-95,0,1,80,0,336,176,112,80,0,-80,-105,0,1,0,0,224,176,112,80,0,-52,-87,0,1,20,0,112,176,112,80,0,-68,-82,0,1,100,0,0,176,112,80,0,
0,12,-59,-93,0,1,60,0,384,256,128,112,0,-48,-93,0,1,0,0,256,256,128,112,0,-81,-87,0,1,40,0,128,256,128,112,0,-58,-93,0,1,100,0,0,256,128,112,0,-49,-147,0,1,40,0,96,368,96,176,0,22,-107,0,1,40,0,464,176,16,16,0,22,-109,0,0,100,0,448,176,16,16,0,-49,-147,0,0,100,0,96,0,96,176,0,-41,-96,0,1,60,0,336,176,112,80,0,-84,-76,0,1,0,0,224,176,112,80,0,-52,-88,0,1,40,0,112,176,112,80,0,-68,-83,0,1,100,0,0,176,112,80,0,
0,12,-59,-94,0,1,40,0,384,256,128,112,0,-47,-94,0,1,0,0,256,256,128,112,0,-82,-88,0,1,60,0,128,256,128,112,0,-57,-94,0,1,100,0,0,256,128,112,0,-49,-147,0,1,50,0,96,368,96,176,0,22,-107,0,1,30,0,464,176,16,16,0,22,-109,0,0,100,0,448,176,16,16,0,-49,-147,0,0,100,0,96,0,96,176,0,-40,-97,0,1,40,0,336,176,112,80,0,-85,-77,0,1,0,0,224,176,112,80,0,-51,-89,0,1,60,0,112,176,112,80,0,-69,-84,0,1,100,0,0,176,112,80,0,
0,12,-59,-95,0,1,20,0,384,256,128,112,0,-47,-95,0,1,0,0,256,256,128,112,0,-82,-89,0,1,80,0,128,256,128,112,0,-57,-95,0,1,100,0,0,256,128,112,0,-49,-147,0,1,50,0,96,368,96,176,0,22,-107,0,1,30,0,464,176,16,16,0,22,-109,0,0,100,0,448,176,16,16,0,-49,-147,0,0,100,0,96,0,96,176,0,-40,-98,0,1,20,0,336,176,112,80,0,-85,-78,0,1,0,0,224,176,112,80,0,-51,-90,0,1,80,0,112,176,112,80,0,-69,-85,0,1,100,0,0,176,112,80,0,
0,12,-54,-96,0,1,0,0,384,256,128,112,0,-75,-85,0,1,20,0,256,256,128,112,0,-83,-90,0,1,100,0,128,256,128,112,0,-56,-96,0,1,80,0,0,256,128,112,0,-49,-147,0,1,60,0,192,368,96,176,0,22,-106,0,1,20,0,464,176,16,16,0,22,-108,0,0,100,0,448,176,16,16,0,-49,-147,0,0,100,0,192,0,96,176,0,-39,-86,0,1,0,0,336,176,112,80,0,-68,-93,0,1,20,0,224,176,112,80,0,-50,-91,0,1,100,0,112,176,112,80,0,-70,-86,0,1,80,0,0,176,112,80,0,
0,12,-54,-90,0,1,0,0,384,256,128,112,0,-75,-86,0,1,40,0,256,256,128,112,0,-83,-91,0,1,100,0,128,256,128,112,0,-56,-97,0,1,60,0,0,256,128,112,0,-49,-147,0,1,60,0,192,368,96,176,0,22,-106,0,1,20,0,464,176,16,16,0,22,-108,0,0,100,0,448,176,16,16,0,-49,-147,0,0,100,0,192,0,96,176,0,-39,-86,0,1,0,0,336,176,112,80,0,-69,-94,0,1,40,0,224,176,112,80,0,-50,-92,0,1,100,0,112,176,112,80,0,-70,-87,0,1,60,0,0,176,112,80,0,
