0,11,-3,-2,0,1,20,0,0,224,24,24,0,-5,-4,0,1,20,0,0,224,24,24,0,-17,-17,0,1,10,0,24,224,56,56,0,-18,-17,0,1,10,0,24,224,56,56,0,-13,-21,0,0,100,0,168,240,24,24,0,-28,-36,0,0,100,0,192,224,40,40,0,-27,-16,2,0,100,0,0,248,24,24,0,-33,-4,3,0,100,0,0,272,24,24,0,-66,-48,0,0,100,0,0,0,128,112,0,-10,-38,0,0,100,0,232,224,40,40,0,-66,24,0,0,100,0,256,112,128,32,0,
0,11,-3,-2,0,1,30,0,0,224,24,24,0,-5,-4,0,1,30,0,0,224,24,24,0,-17,-17,0,1,20,0,24,224,56,56,0,-18,-17,0,1,20,0,24,224,56,56,0,-13,-21,0,0,100,0,168,240,24,24,0,-28,-36,0,0,100,0,192,224,40,40,0,-27,-16,2,0,100,0,0,248,24,24,0,-33,-4,3,0,100,0,0,272,24,24,0,-66,-48,0,0,100,0,0,0,128,112,0,-10,-38,0,0,100,0,232,224,40,40,0,-66,24,0,0,100,0,256,112,128,32,0,
0,11,-3,-1,0,1,50,0,0,224,24,24,0,-5,-3,0,1,50,0,0,224,24,24,0,-17,-16,0,1,30,0,24,224,56,56,0,-18,-16,0,1,30,0,24,224,56,56,0,-13,-20,0,0,100,0,168,240,24,24,0,-28,-35,0,0,100,0,192,224,40,40,0,-27,-15,2,0,100,0,0,248,24,24,0,-33,-3,3,0,100,0,0,272,24,24,0,-66,-48,0,0,100,0,128,0,128,112,0,-10,-37,0,0,100,0,232,224,40,40,0,-66,24,0,0,100,0,256,112,128,32,0,
0,11,-3,-1,0,1,70,0,0,224,24,24,0,-5,-3,0,1,70,0,0,224,24,24,0,-17,-16,0,1,50,0,24,224,56,56,0,-18,-16,0,1,50,0,24,224,56,56,0,-13,-20,0,0,100,0,168,240,24,24,0,-28,-35,0,0,100,0,192,224,40,40,0,-27,-15,2,0,100,0,0,248,24,24,0,-33,-3,3,0,100,0,0,272,24,24,0,-66,-48,0,0,100,0,128,0,128,112,0,-10,-37,0,0,100,0,232,224,40,40,0,-66,24,0,0,100,0,256,112,128,32,0,
0,11,-3,-2,0,1,60,0,0,224,24,24,0,-5,-4,0,1,60,0,0,224,24,24,0,-17,-17,0,1,40,0,24,224,56,56,0,-18,-17,0,1,40,0,24,224,56,56,0,-13,-21,0,0,100,0,168,240,24,24,0,-28,-36,0,0,100,0,192,224,40,40,0,-27,-16,2,0,100,0,0,248,24,24,0,-33,-4,3,0,100,0,0,272,24,24,0,-66,-48,0,0,100,0,128,112,128,112,0,-10,-38,0,0,100,0,232,224,40,40,0,-66,24,0,0,100,0,256,112,128,32,0,
0,11,-3,-2,0,1,50,0,0,224,24,24,0,-5,-4,0,1,50,0,0,224,24,24,0,-17,-17,0,1,30,0,24,224,56,56,0,-18,-17,0,1,30,0,24,224,56,56,0,-13,-21,0,0,100,0,168,240,24,24,0,-28,-36,0,0,100,0,192,224,40,40,0,-27,-16,2,0,100,0,0,248,24,24,0,-33,-4,3,0,100,0,0,272,24,24,0,-66,-48,0,0,100,0,128,112,128,112,0,-10,-38,0,0,100,0,232,224,40,40,0,-66,24,0,0,100,0,256,112,128,32,0,
0,11,-3,-3,0,1,40,0,0,224,24,24,0,-5,-5,0,1,40,0,0,224,24,24,0,-17,-18,0,1,20,0,24,224,56,56,0,-18,-18,0,1,20,0,24,224,56,56,0,-13,-22,0,0,100,0,168,240,24,24,0,-28,-37,0,0,100,0,192,224,40,40,0,-27,-17,2,0,100,0,0,248,24,24,0,-33,-5,3,0,100,0,0,272,24,24,0,-66,-48,0,0,100,0,0,112,128,112,0,-10,-39,0,0,100,0,232,224,40,40,0,-66,24,0,0,100,0,256,112,128,32,0,
0,11,-3,-3,0,1,20,0,0,224,24,24,0,-5,-5,0,1,20,0,0,224,24,24,0,-17,-18,0,1,10,0,24,224,56,56,0,-18,-18,0,1,10,0,24,224,56,56,0,-13,-22,0,0,100,0,168,240,24,24,0,-28,-37,0,0,100,0,192,224,40,40,0,-27,-17,2,0,100,0,0,248,24,24,0,-33,-5,3,0,100,0,0,272,24,24,0,-66,-48,0,0,100,0,0,112,128,112,0,-10,-39,0,0,100,0,232,224,40,40,0,-66,24,0,0,100,0,256,112,128,32,0,
0,7,-13,-21,0,0,100,0,168,240,24,24,0,-28,-36,0,0,100,0,192,224,40,40,0,-27,-16,2,0,100,0,0,248,24,24,0,-33,-4,3,0,100,0,0,272,24,24,0,-66,-48,0,0,100,0,0,0,128,112,0,-10,-38,0,0,100,0,232,224,40,40,0,-66,24,0,0,100,0,256,112,128,32,0,
0,7,-13,-20,0,0,100,0,168,240,24,24,0,-28,-35,0,0,100,0,192,224,40,40,0,-27,-15,2,0,100,0,0,248,24,24,0,-33,-3,3,0,100,0,0,272,24,24,0,-66,-48,0,0,100,0,128,0,128,112,0,-10,-37,0,0,100,0,232,224,40,40,0,-66,24,0,0,100,0,256,112,128,32,0,
0,7,-13,-21,0,0,100,0,168,240,24,24,0,-28,-36,0,0,100,0,192,224,40,40,0,-27,-16,2,0,100,0,0,248,24,24,0,-33,-4,3,0,100,0,0,272,24,24,0,-66,-48,0,0,100,0,128,112,128,112,0,-10,-38,0,0,100,0,232,224,40,40,0,-66,24,0,0,100,0,256,112,128,32,0,
0,7,-13,-22,0,0,100,0,168,240,24,24,0,-28,-37,0,0,100,0,192,224,40,40,0,-27,-17,2,0,100,0,0,248,24,24,0,-33,-5,3,0,100,0,0,272,24,24,0,-66,-48,0,0,100,0,0,112,128,112,0,-10,-39,0,0,100,0,232,224,40,40,0,-66,24,0,0,100,0,256,112,128,32,0,
0,11,-3,-2,0,1,20,0,80,224,24,24,0,-5,-4,0,1,20,0,80,224,24,24,0,-17,-17,0,1,10,0,104,224,56,56,0,-18,-17,0,1,10,0,104,224,56,56,0,-13,-21,0,0,100,0,272,240,24,24,0,-28,-36,0,0,100,0,296,224,40,40,0,-27,-16,2,0,100,0,80,248,24,24,0,-33,-4,3,0,100,0,80,272,24,24,0,-66,-48,0,0,100,0,256,0,128,112,0,-10,-38,0,0,100,0,336,224,40,40,0,-66,24,0,0,100,0,256,144,128,32,0,
