220,0,0,6,
221,0,0,8,
222,0,0,6,
223,0,0,6,
224,0,0,4,
225,0,0,4,
226,0,0,4,
227,0,0,4,
228,0,0,7,
229,0,0,7,
230,0,0,6,
231,0,0,6,
232,0,0,6,
233,0,0,6,
234,0,0,6,
231,0,0,6,
232,0,0,6,
233,0,0,8,
234,0,0,8,
231,0,0,8,
232,0,0,8,
233,0,0,8,
234,0,0,8,
231,0,0,10,
232,0,0,10,
233,0,0,12,
234,0,0,12,
235,0,0,5,
236,0,0,5,
235,0,0,8,
236,0,0,8,
235,0,0,6,
237,0,0,6,
238,0,0,6,
239,0,0,6,
240,0,0,6,
241,0,0,10,
242,0,0,16,
243,0,0,8,
244,0,0,8,
245,0,0,8,
246,0,0,8,
251,0,0,12,
252,0,0,12,
248,0,0,6,
250,0,0,6,
254,0,0,12,
251,0,0,12,
252,0,0,12,
248,0,0,5,
250,0,0,5,
248,0,0,5,
250,0,0,5,
251,0,0,12,
252,0,0,12,
253,0,0,12,
254,0,0,12,
