22,0,0,5
23,0,0,5
24,0,0,5
25,0,0,5
26,0,0,5
27,0,0,5
28,0,0,5
29,0,0,5
30,0,0,5
31,0,0,5
32,0,0,5
33,0,0,5
34,0,0,5
35,0,0,5
36,0,0,5
37,0,0,5
38,0,0,5
39,0,0,5
40,0,0,5
41,0,0,5
42,0,0,5
43,0,0,5
44,0,0,5
45,0,0,3
46,0,0,3
47,0,0,3
48,0,0,3
49,0,0,3
50,0,0,3
51,0,0,3
52,0,0,3
53,0,0,3
54,0,0,3
55,0,0,3
56,0,0,3
57,0,0,3
58,0,0,3
59,0,0,3
60,0,0,3
61,0,0,3
62,0,0,3
63,0,0,3
64,0,0,3
65,0,0,3
66,0,0,3
67,0,0,3
68,0,0,3
69,0,0,3
70,0,0,3
71,0,0,3
72,0,0,3
73,0,0,3
74,0,0,3
75,0,0,3
76,0,0,3
77,0,0,3
78,0,0,3
79,0,0,3
80,0,0,3
81,0,0,3
82,0,0,3
83,0,0,3
84,0,0,3
85,0,0,3
86,0,0,3
87,0,0,3
88,0,0,3
89,0,0,3
90,0,0,3
91,0,0,6
92,0,0,6
93,0,0,6
94,0,0,6
95,0,0,6
96,0,0,6
97,0,0,6
98,0,0,6
99,0,0,6
100,0,0,6
101,0,0,6
102,0,0,6
103,0,0,6
104,0,0,6
105,0,0,6
