62,0,0,8,
63,0,0,6,
64,0,0,6,
65,0,0,3,
66,0,0,4,
67,0,0,4,
68,0,0,4,
69,0,0,6,
70,0,0,6,
71,0,0,6,
72,0,0,8,
73,0,0,10,
74,0,0,4,
75,0,0,4,
76,0,0,4,
77,0,0,4,
78,0,0,3,
79,0,0,3,
80,0,0,3,
81,0,0,3,
82,0,0,3,
83,0,0,3,
84,0,0,3,
85,0,0,3,
86,0,0,3,
87,0,0,3,
88,0,0,3,
89,0,0,3,
92,0,0,4,
93,0,0,6,
111,0,0,6,
94,0,0,6,
95,0,0,8,
96,0,0,3,
97,0,0,3,
118,0,0,2,
98,0,0,2,
119,0,0,2,
99,0,0,2,
120,0,0,3,
100,0,0,6,
102,0,0,6,
101,0,0,4,
103,0,0,4,
104,0,0,4,
105,0,0,4,
106,0,0,4,
112,0,0,4,
113,0,0,4,
114,0,0,4,
115,0,0,4,
116,0,0,4,
117,0,0,6,
