0,5,12,-70,1,1,100,0,432,96,22,22,0,18,-32,1,1,100,0,476,96,22,22,0,24,-36,1,1,100,0,454,96,22,22,0,-40,-74,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,0,0,144,96,0,
0,5,-40,-74,1,1,100,0,432,96,22,22,0,12,-70,1,1,100,0,454,96,22,22,0,24,-36,1,1,100,0,432,96,22,22,0,18,-32,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,0,0,144,96,0,
0,5,18,-32,1,1,100,0,432,96,22,22,0,12,-70,1,1,100,0,476,96,22,22,0,-40,-74,1,1,100,0,454,96,22,22,0,24,-36,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,144,0,144,96,0,
0,5,-40,-74,1,1,100,0,476,96,22,22,0,24,-36,1,1,100,0,476,96,22,22,0,18,-32,1,1,100,0,454,96,22,22,0,12,-70,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,144,0,144,96,0,
0,5,12,-70,1,1,100,0,432,96,22,22,0,18,-32,1,1,100,0,476,96,22,22,0,24,-36,1,1,100,0,454,96,22,22,0,-40,-74,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,288,0,144,96,0,
0,5,-40,-74,1,1,100,0,432,96,22,22,0,12,-70,1,1,100,0,454,96,22,22,0,24,-36,1,1,100,0,432,96,22,22,0,18,-32,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,288,0,144,96,0,
0,5,18,-32,1,1,100,0,432,96,22,22,0,12,-70,1,1,100,0,476,96,22,22,0,-40,-74,1,1,100,0,454,96,22,22,0,24,-36,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,144,0,144,96,0,
0,5,-40,-74,1,1,100,0,476,96,22,22,0,24,-36,1,1,100,0,476,96,22,22,0,18,-32,1,1,100,0,454,96,22,22,0,12,-70,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,144,0,144,96,0,
0,5,12,-70,1,1,100,0,432,96,22,22,0,18,-32,1,1,100,0,476,96,22,22,0,24,-36,1,1,100,0,454,96,22,22,0,-40,-74,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,0,0,144,96,0,
0,5,-40,-74,1,1,100,0,432,96,22,22,0,12,-70,1,1,100,0,454,96,22,22,0,24,-36,1,1,100,0,432,96,22,22,0,18,-32,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,0,0,144,96,0,
0,5,18,-32,1,1,100,0,432,96,22,22,0,12,-70,1,1,100,0,476,96,22,22,0,-40,-74,1,1,100,0,454,96,22,22,0,24,-36,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,144,0,144,96,0,
0,5,-40,-74,1,1,100,0,476,96,22,22,0,24,-36,1,1,100,0,476,96,22,22,0,18,-32,1,1,100,0,454,96,22,22,0,12,-70,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,144,0,144,96,0,
0,6,-75,-84,1,1,100,0,0,96,144,96,0,12,-70,1,1,100,0,432,96,22,22,0,18,-32,1,1,100,0,476,96,22,22,0,24,-36,1,1,100,0,454,96,22,22,0,-40,-74,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,288,0,144,96,0,
0,7,-75,-84,1,1,100,0,144,96,144,96,0,-75,-84,1,1,40,0,0,96,144,96,0,12,-70,1,1,100,0,432,96,22,22,0,18,-32,1,1,100,0,476,96,22,22,0,24,-36,1,1,100,0,454,96,22,22,0,-40,-74,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,288,0,144,96,0,
0,7,-75,-84,1,1,100,0,288,96,144,96,0,-75,-84,1,1,40,0,144,96,144,96,0,-40,-74,1,1,100,0,432,96,22,22,0,12,-70,1,1,100,0,454,96,22,22,0,24,-36,1,1,100,0,432,96,22,22,0,18,-32,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,288,0,144,96,0,
0,6,-75,-84,1,1,40,0,288,96,144,96,0,-40,-74,1,1,100,0,432,96,22,22,0,12,-70,1,1,100,0,454,96,22,22,0,24,-36,1,1,100,0,432,96,22,22,0,18,-32,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,288,0,144,96,0,
0,5,18,-32,1,1,100,0,432,96,22,22,0,12,-70,1,1,100,0,476,96,22,22,0,-40,-74,1,1,100,0,454,96,22,22,0,24,-36,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,144,0,144,96,0,
0,5,-40,-74,1,1,100,0,476,96,22,22,0,24,-36,1,1,100,0,476,96,22,22,0,18,-32,1,1,100,0,454,96,22,22,0,12,-70,1,1,100,0,454,96,22,22,0,-75,-84,1,0,100,0,144,0,144,96,0,
0,1,-75,-84,1,0,100,0,432,0,144,96,0,
