0,4,-34,-22,0,1,100,0,480,320,64,32,0,-21,-45,0,1,100,0,768,272,48,32,0,-38,-59,0,0,100,0,0,0,80,64,0,-24,-8,0,0,100,0,1232,0,48,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-34,-22,0,1,100,0,544,320,64,32,0,-21,-46,0,1,90,0,944,576,48,32,0,-38,-59,0,0,100,0,80,0,80,64,0,-24,-8,0,0,100,0,1232,0,48,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-34,-22,0,1,100,0,608,320,64,32,0,-21,-46,0,1,80,0,944,608,48,32,0,-38,-59,0,0,100,0,160,0,80,64,0,-24,-8,0,0,100,0,1232,0,48,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-34,-22,0,1,100,0,672,320,64,32,0,-21,-45,0,1,90,0,944,640,48,32,0,-38,-59,0,0,100,0,240,0,80,64,0,-24,-8,0,0,100,0,1232,0,48,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-34,-22,0,1,100,0,480,320,64,32,0,-31,-42,0,1,100,0,816,272,48,32,0,-35,-59,0,0,100,0,320,0,64,64,0,-24,-8,0,0,100,0,1232,0,48,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-34,-22,0,1,100,0,544,320,64,32,0,-31,-41,0,1,90,0,896,576,48,32,0,-35,-59,0,0,100,0,384,0,64,64,0,-24,-8,0,0,100,0,1232,0,48,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-34,-22,0,1,100,0,608,320,64,32,0,-31,-42,0,1,80,0,896,608,48,32,0,-35,-59,0,0,100,0,448,0,64,64,0,-24,-8,0,0,100,0,1232,0,48,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-34,-22,0,1,100,0,672,320,64,32,0,-31,-43,0,1,90,0,896,640,48,32,0,-35,-59,0,0,100,0,512,0,64,64,0,-24,-8,0,0,100,0,1232,0,48,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-21,-22,0,1,40,0,544,320,64,32,0,-25,-48,0,1,70,0,816,272,32,32,0,-26,-59,0,0,100,0,0,64,64,64,0,-11,-8,0,0,100,0,1232,0,48,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,-29,-46,0,1,40,0,864,192,48,16,0,-26,-59,0,0,100,0,64,64,64,64,0,-9,-8,0,0,100,0,1232,0,48,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
