0,5,-48,-88,0,1,100,0,960,264,96,104,0,-48,-88,0,1,100,0,960,368,96,104,0,-48,-88,0,1,100,0,960,160,96,104,0,-48,-80,0,0,100,0,0,0,96,88,0,-32,-12,0,0,100,0,448,0,64,24,0,
0,5,-48,-88,0,1,100,0,1056,264,96,104,0,-48,-88,0,1,100,0,1056,368,96,104,0,-48,-88,0,1,100,0,1056,160,96,104,0,-48,-80,0,0,100,0,96,0,96,88,0,-32,-12,0,0,100,0,448,0,64,24,0,
0,5,-48,-88,0,1,100,0,1152,264,96,104,0,-48,-88,0,1,100,0,1152,368,96,104,0,-48,-88,0,1,100,0,1152,160,96,104,0,-48,-80,0,0,100,0,192,0,96,88,0,-32,-12,0,0,100,0,448,0,64,24,0,
0,5,-48,-88,0,1,100,0,1248,264,96,104,0,-48,-88,0,1,100,0,1248,368,96,104,0,-48,-88,0,1,100,0,1248,160,96,104,0,-48,-80,0,0,100,0,288,0,96,88,0,-32,-12,0,0,100,0,448,0,64,24,0,
0,0,
0,0,
0,0,
0,0,
0,5,-48,-88,0,1,100,0,960,264,96,104,0,-48,-88,0,1,100,0,960,368,96,104,0,-48,-88,0,1,100,0,960,160,96,104,0,-55,-80,0,0,100,0,0,88,96,88,0,-32,-12,0,0,100,0,448,0,64,24,0,
0,5,-48,-88,0,1,100,0,1056,264,96,104,0,-48,-88,0,1,100,0,1056,368,96,104,0,-48,-88,0,1,100,0,1056,160,96,104,0,-55,-80,0,0,100,0,96,88,96,88,0,-32,-12,0,0,100,0,448,0,64,24,0,
0,5,-48,-88,0,1,100,0,1152,264,96,104,0,-48,-88,0,1,100,0,1152,368,96,104,0,-48,-88,0,1,100,0,1152,160,96,104,0,-55,-80,0,0,100,0,192,88,96,88,0,-32,-12,0,0,100,0,448,0,64,24,0,
0,5,-48,-88,0,1,100,0,1248,264,96,104,0,-48,-88,0,1,100,0,1248,368,96,104,0,-48,-88,0,1,100,0,1248,160,96,104,0,-55,-80,0,0,100,0,288,88,96,88,0,-32,-12,0,0,100,0,448,0,64,24,0,
0,0,
0,0,
0,0,
0,0,
0,7,-32,-51,0,1,100,0,672,128,48,48,0,-24,-43,0,1,100,0,864,128,32,32,0,-48,-88,0,1,100,0,960,264,96,104,0,-48,-88,0,1,100,0,960,368,96,104,0,-48,-88,0,1,100,0,960,160,96,104,0,-56,-80,0,0,100,0,0,176,96,88,0,-32,-12,0,0,100,0,448,0,64,24,0,
