158,0,0,5,
159,0,0,8,
160,0,0,10,
161,0,0,4,
162,0,0,4,
163,0,0,3,
164,0,0,3,
165,0,0,3,
166,0,0,2,
167,0,0,2,
168,0,0,2,
169,0,0,2,
170,0,0,3,
171,0,0,3,
172,0,0,3,
173,0,0,2,
174,0,0,2,
175,0,0,2,
176,0,0,2,
177,0,0,3,
178,0,0,3,
179,0,0,3,
180,0,0,3,
181,0,0,4,
182,0,0,4,
183,0,0,4,
184,0,0,6,
185,0,0,6,
186,0,0,4,
187,0,0,3,
188,0,0,4,
189,0,0,4,
190,0,0,5,
191,0,0,5,
192,0,0,6,
193,0,0,8,
194,0,0,8,
195,0,0,4,
196,0,0,3,
197,0,0,4,
198,0,0,3,
199,0,0,4,
200,0,0,3,
201,0,0,4,
202,0,0,3,
203,0,0,4,
204,0,0,3,
205,0,0,4,
206,0,0,5,
207,0,0,6,
208,0,0,8,
209,0,0,4,
210,0,0,4,
211,0,0,4,
212,0,0,4,
213,0,0,4,
214,0,0,4,
215,0,0,4,
216,0,0,4,
217,0,0,4,
218,0,0,4,
219,0,0,4,
220,0,0,4,
221,0,0,4,
222,0,0,4,
223,0,0,4,
