57,0,0,6,
58,0,0,6,
59,0,0,6,
60,0,0,6,
61,0,0,6,
62,0,0,6,
63,0,0,6,
64,0,0,6,
65,0,0,6,
66,0,0,7,
67,0,0,8,
68,0,0,10,
69,0,0,10,
70,0,0,40,
71,0,0,10,
72,0,0,9,
73,0,0,8,
74,0,0,8,
75,0,0,7,
76,0,0,7,
77,0,0,7,
78,0,0,7,
79,0,0,20,
80,0,0,10,
81,0,0,8,
82,0,0,8,
83,0,0,7,
84,0,0,6,
85,0,0,6,
86,0,0,6,
87,0,0,6,
88,0,0,6,
85,0,0,6,
86,0,0,6,
87,0,0,6,
88,0,0,6,
85,0,0,6,
86,0,0,6,
87,0,0,6,
88,0,0,6,
85,0,0,6,
86,0,0,6,
87,0,0,6,
88,0,0,6,
85,0,0,6,
86,0,0,6,
87,0,0,6,
88,0,0,6,
85,0,0,6,
86,0,0,6,
87,0,0,6,
88,0,0,6,
85,0,0,6,
86,0,0,6,
87,0,0,6,
88,0,0,6,
85,0,0,6,
86,0,0,6,
87,0,0,6,
88,0,0,6,
85,0,0,6,
86,0,0,6,
89,0,0,6,
90,0,0,6,
