119,0,0,5,
120,0,0,5,
121,0,0,5,
122,0,0,5,
123,0,0,5,
124,0,0,5,
125,0,0,5,
126,0,0,5,
127,0,0,6,
128,0,0,7,
129,0,0,8,
130,0,0,6,
131,0,0,6,
132,0,0,4,
133,0,0,4,
134,0,0,6,
135,0,0,5,
136,0,0,5,
139,0,0,4,
140,0,0,4,
141,0,0,6,
142,0,0,5,
143,0,0,5,
146,0,0,4,
147,0,0,4,
148,0,0,5,
149,0,0,4,
150,0,0,4,
153,0,0,4,
154,0,0,4,
155,0,0,5,
156,0,0,4,
157,0,0,4,
160,0,0,3,
161,0,0,3,
162,0,0,5,
163,0,0,4,
164,0,0,4,
167,0,0,2,
168,0,0,2,
169,0,0,3,
170,0,0,3,
171,0,0,3,
172,0,0,5,
173,0,0,6,
128,0,0,7,
129,0,0,8,
130,0,0,6,
131,0,0,6,
174,0,0,4,
175,0,0,4,
176,0,0,4,
177,0,0,6,
178,0,0,7,
179,0,0,5,
180,0,0,4,
181,0,0,3,
182,0,0,4,
183,0,0,5,
