0,2,-35,-42,0,0,100,0,0,0,80,48,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,-35,-42,0,0,100,0,80,0,80,48,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,-35,-42,0,0,100,0,160,0,80,48,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,-35,-42,0,0,100,0,80,0,80,48,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,-35,-42,0,0,100,0,0,48,80,48,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,-35,-42,0,0,100,0,80,48,80,48,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,-35,-42,0,0,100,0,160,48,80,48,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,-35,-42,0,0,100,0,240,48,80,48,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,-35,-42,0,0,100,0,0,48,80,48,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,-35,-42,0,0,100,0,96,96,80,48,0,15,-35,0,0,100,0,128,208,32,32,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-67,-84,0,1,100,0,0,1152,128,128,0,-35,-42,0,0,100,0,176,96,80,48,0,12,-41,0,0,100,0,32,176,32,32,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-67,-84,0,1,100,0,128,1152,128,128,0,-35,-42,0,0,100,0,176,96,80,48,0,12,-41,0,0,100,0,32,176,32,32,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-67,-84,0,1,100,0,256,1152,128,128,0,-35,-42,0,0,100,0,176,96,80,48,0,12,-41,0,0,100,0,64,176,32,32,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-34,-52,0,1,100,0,416,1184,64,64,0,-35,-42,0,0,100,0,176,96,80,48,0,12,-41,0,0,100,0,64,176,32,32,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,-35,-42,0,0,100,0,176,96,80,48,0,12,-41,0,0,100,0,96,176,32,32,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-49,-18,0,1,100,0,736,1216,96,32,0,-35,-42,0,0,100,0,176,96,80,48,0,12,-41,0,0,100,0,96,176,32,32,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-49,-18,0,1,100,0,736,1248,96,32,0,-35,-42,0,0,100,0,176,96,80,48,0,12,-41,0,0,100,0,128,176,32,32,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-58,-64,0,1,100,0,960,1200,112,80,0,-35,-42,0,0,100,0,176,96,80,48,0,12,-41,0,0,100,0,0,176,32,32,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-58,-34,0,1,100,0,960,1152,112,48,0,-35,-42,0,0,100,0,176,96,80,48,0,12,-41,0,0,100,0,0,176,32,32,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-49,-18,0,1,100,0,736,1248,96,32,0,-35,-42,0,0,100,0,176,96,80,48,0,12,-41,0,0,100,0,32,176,32,32,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-58,-63,0,1,100,0,960,1200,112,80,0,-35,-42,0,0,100,0,176,96,80,48,0,12,-41,0,0,100,0,32,176,32,32,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,-58,-34,0,1,100,0,1072,1152,112,48,0,-35,-42,0,0,100,0,0,48,80,48,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-49,-18,0,1,100,0,736,1248,96,32,0,-40,-48,0,0,100,0,320,0,80,64,0,12,-36,0,0,100,0,64,176,32,32,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,-49,-32,0,1,100,0,752,1120,96,48,0,-58,-62,0,1,100,0,624,1200,112,80,0,-40,-56,0,0,100,0,400,0,80,64,0,12,-35,0,0,100,0,64,176,32,32,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,-49,-17,0,1,100,0,752,1168,96,32,0,-58,-34,0,1,100,0,624,1152,112,48,0,-40,-56,0,0,100,0,480,0,80,64,0,19,-33,0,0,100,0,128,208,32,32,0,-40,-16,0,0,100,0,960,48,80,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
