0,14,26,-27,0,1,100,0,149,86,3,3,0,-23,-32,0,1,100,0,144,86,3,3,0,21,-25,0,1,100,0,144,86,3,3,0,-28,-43,0,1,100,0,139,86,3,3,0,29,-31,0,1,100,0,134,86,3,3,0,-16,-13,0,1,100,0,144,86,3,3,0,-14,-9,0,1,100,0,129,86,3,3,0,-28,-37,0,1,100,0,124,86,3,3,0,-11,-7,0,1,100,0,114,86,3,3,0,-27,-50,0,1,100,0,100,85,5,5,0,26,-37,0,1,100,0,82,84,7,7,0,-17,-68,0,1,0,0,56,88,24,52,0,-20,-45,0,1,0,0,0,80,40,60,0,-40,-75,0,0,100,0,0,0,80,80,0,
0,14,31,-32,0,1,100,0,149,86,3,3,0,29,-28,0,1,100,0,144,86,3,3,0,27,-35,0,1,100,0,139,86,3,3,0,-25,-47,0,1,100,0,134,86,3,3,0,-25,-38,0,1,100,0,144,86,3,3,0,-27,-42,0,1,100,0,129,86,3,3,0,-15,-10,0,1,100,0,144,86,3,3,0,-11,-8,0,1,100,0,124,86,3,3,0,-6,-6,0,1,100,0,119,86,3,3,0,-21,-53,0,1,100,0,107,85,5,5,0,20,-40,0,1,100,0,82,84,7,7,0,-17,-68,0,1,50,0,56,88,24,52,0,-20,-45,0,1,50,0,0,80,40,60,0,-40,-75,0,0,100,0,80,0,80,80,0,
0,14,27,-35,0,1,100,0,149,86,3,3,0,23,-37,0,1,100,0,144,86,3,3,0,-16,-52,0,1,100,0,139,86,3,3,0,18,-38,0,1,100,0,134,86,3,3,0,-24,-47,0,1,100,0,144,86,3,3,0,-21,-50,0,1,100,0,124,86,3,3,0,0,-7,0,1,100,0,119,86,3,3,0,-11,-9,0,1,100,0,144,86,3,3,0,-6,-7,0,1,100,0,114,86,3,3,0,12,-38,0,1,100,0,107,85,5,5,0,-12,-52,0,1,100,0,100,85,5,5,0,-17,-68,0,1,100,0,56,88,24,52,0,-20,-45,0,1,100,0,0,80,40,60,0,-40,-75,0,0,100,0,160,0,80,80,0,
0,9,-11,-51,0,1,100,0,144,86,3,3,0,-6,-50,0,1,100,0,134,86,3,3,0,-6,-8,0,1,100,0,144,86,3,3,0,0,-7,0,1,100,0,119,86,3,3,0,5,-8,0,1,100,0,114,86,3,3,0,-13,-29,0,1,100,0,82,84,7,7,0,-17,-68,0,2,50,0,56,88,24,52,0,-20,-45,0,1,50,0,0,80,40,60,0,-40,-75,0,0,100,0,240,0,80,80,0,
0,11,-7,-31,0,1,100,0,149,86,3,3,0,-11,-29,0,1,100,0,144,86,3,3,0,-16,-27,0,1,100,0,139,86,3,3,0,9,-9,0,1,100,0,119,86,3,3,0,-3,-8,0,1,100,0,144,86,3,3,0,3,-8,0,1,100,0,114,86,3,3,0,12,-32,0,1,100,0,100,85,5,5,0,-23,-26,0,1,100,0,82,84,7,7,0,-17,-68,0,1,0,0,56,88,24,52,0,-20,-45,0,1,0,0,0,80,40,60,0,-40,-75,0,0,100,0,0,0,80,80,0,
0,12,-13,-29,0,1,100,0,149,86,3,3,0,-17,-27,0,1,100,0,144,86,3,3,0,1,-6,0,1,100,0,144,86,3,3,0,6,-8,0,1,100,0,139,86,3,3,0,-21,-24,0,1,100,0,134,86,3,3,0,16,-30,0,1,100,0,124,86,3,3,0,12,-10,0,1,100,0,114,86,3,3,0,20,-26,0,1,100,0,107,85,5,5,0,-30,-21,0,1,100,0,91,84,7,7,0,-17,-68,0,1,50,0,56,88,24,52,0,-20,-45,0,1,50,0,0,80,40,60,0,-40,-75,0,0,100,0,80,0,80,80,0,
0,14,-21,-28,0,1,100,0,149,86,3,3,0,-25,-26,0,1,100,0,144,86,3,3,0,20,-26,0,1,100,0,139,86,3,3,0,1,-9,0,1,100,0,144,86,3,3,0,7,-10,0,1,100,0,134,86,3,3,0,-27,-22,0,1,100,0,129,86,3,3,0,16,-32,0,1,100,0,124,86,3,3,0,0,0,0,0,100,0,34,136,1,1,0,12,-13,0,1,100,0,119,86,3,3,0,23,-21,0,1,100,0,100,85,5,5,0,-25,-18,0,1,100,0,82,84,7,7,0,-17,-68,0,1,100,0,56,88,24,52,0,-20,-45,0,1,100,0,0,80,40,60,0,-40,-75,0,0,100,0,160,0,80,80,0,
0,14,-29,-23,0,1,100,0,149,86,3,3,0,-28,-19,0,1,100,0,144,86,3,3,0,-22,-16,0,1,100,0,139,86,3,3,0,10,-10,0,1,100,0,144,86,3,3,0,12,-13,0,1,100,0,134,86,3,3,0,17,-34,0,1,100,0,144,86,3,3,0,19,-31,0,1,100,0,129,86,3,3,0,21,-25,0,1,100,0,124,86,3,3,0,8,-14,0,1,100,0,114,86,3,3,0,16,-20,0,1,100,0,107,85,5,5,0,-16,-17,0,1,100,0,91,84,7,7,0,-17,-68,0,1,50,0,56,88,24,52,0,-20,-45,0,1,50,0,0,80,40,60,0,-40,-75,0,0,100,0,240,0,80,80,0,
0,14,-26,-16,0,1,100,0,149,86,3,3,0,-21,-14,0,1,100,0,144,86,3,3,0,18,-20,0,1,100,0,144,86,3,3,0,13,-18,0,1,100,0,134,86,3,3,0,7,-20,0,1,100,0,129,86,3,3,0,-14,-16,0,1,100,0,124,86,3,3,0,4,-14,0,1,100,0,119,86,3,3,0,13,-12,0,1,100,0,144,86,3,3,0,10,-13,0,1,100,0,114,86,3,3,0,1,-25,0,1,100,0,100,85,5,5,0,-7,-20,0,1,100,0,82,84,7,7,0,-17,-68,0,1,0,0,56,88,24,52,0,-20,-45,0,1,0,0,0,80,40,60,0,-40,-75,0,0,100,0,0,0,80,80,0,
0,15,-12,-17,0,1,100,0,149,86,3,3,0,-5,-17,0,1,100,0,144,86,3,3,0,1,-18,0,1,100,0,139,86,3,3,0,1,-13,0,1,100,0,134,86,3,3,0,21,-25,0,1,100,0,144,86,3,3,0,4,-25,0,1,100,0,129,86,3,3,0,-1,-28,0,1,100,0,124,86,3,3,0,-5,-12,0,1,100,0,119,86,3,3,0,-8,-33,0,1,100,0,107,85,5,5,0,7,-13,0,1,100,0,144,86,3,3,0,6,-23,0,1,100,0,91,84,7,7,0,-17,-68,0,1,50,0,56,88,24,52,0,-20,-45,0,1,50,0,0,80,40,60,0,9,-23,0,1,100,0,144,86,3,3,0,-40,-75,0,0,100,0,80,0,80,80,0,
