83,0,0,12
84,0,0,6
85,0,0,6
86,0,0,8
87,0,0,8
88,0,0,8
89,0,0,8
92,0,0,10
94,0,0,12
95,0,0,3
96,0,0,3
97,0,0,3
96,0,0,3
99,0,0,6
100,0,0,6
101,0,0,8
118,0,0,4
119,0,0,4
120,0,0,4
121,0,0,4
114,0,0,4
115,0,0,4
116,0,0,4
117,0,0,4
118,0,0,4
119,0,0,4
120,0,0,4
121,0,0,4
122,0,0,4
123,0,0,4
124,0,0,4
125,0,0,4
126,0,0,4
127,0,0,4
128,0,0,4
129,0,0,4
130,0,0,4
131,0,0,4
132,0,0,4
133,0,0,4
134,0,0,4
135,0,0,4
136,0,0,4
137,0,0,4
138,0,0,4
139,0,0,4
140,0,0,4
141,0,0,4
142,0,0,4
143,0,0,4
144,0,0,4
145,0,0,4
138,0,0,4
139,0,0,4
140,0,0,4
141,0,0,4
142,0,0,4
143,0,0,4
144,0,0,4
145,0,0,4
138,0,0,4
139,0,0,4
140,0,0,4
141,0,0,4
142,0,0,4
143,0,0,4
144,0,0,4
145,0,0,4
146,0,0,6
147,0,0,6
148,0,0,6
149,0,0,6
151,0,0,12
152,0,0,10
153,0,0,10
154,0,0,8
155,0,0,8
156,0,0,8
157,0,0,8
158,0,0,8
159,0,0,6
