139,0,0,3
140,0,0,3
141,0,0,3
142,0,0,3
143,0,0,3
144,0,0,3
145,0,0,3
146,0,0,3
147,0,0,3
148,0,0,3
149,0,0,3
150,0,0,3
151,0,0,3
152,0,0,3
153,0,0,3
154,0,0,3
155,0,0,3
156,0,0,3
157,0,0,3
158,0,0,3
159,0,0,3
160,0,0,3
161,0,0,3
162,0,0,4
163,0,0,4
164,0,0,4
165,0,0,4
166,0,0,4
167,0,0,4
168,0,0,4
169,0,0,4
170,0,0,4
171,0,0,4
172,0,0,4
173,0,0,4
174,0,0,4
175,0,0,4
176,0,0,4
177,0,0,4
178,0,0,4
179,0,0,4
180,0,0,4
181,0,0,4
182,0,0,4
183,0,0,4
184,0,0,4
185,0,0,4
186,0,0,4
187,0,0,6
188,0,0,6
189,0,0,6
190,0,0,6
191,0,0,6
192,0,0,6
193,0,0,6
194,0,0,6
195,0,0,6
196,0,0,6
197,0,0,6
198,0,0,6
199,0,0,6
200,0,0,6
201,0,0,6
202,0,0,6
203,0,0,6
204,0,0,6
205,0,0,6
206,0,0,6
207,0,0,6
208,0,0,6
209,0,0,6
210,0,0,6
211,0,0,6
212,0,0,6
213,0,0,6
214,0,0,6
215,0,0,6
216,0,0,6
217,0,0,6
218,0,0,6
219,0,0,6
220,0,0,6
221,0,0,6
222,0,0,6
