0,3,-40,-62,0,1,100,0,1272,408,88,72,0,-63,-55,0,0,100,0,16,16,88,64,0,-23,-16,0,0,100,0,1944,8,48,24,0,,,,,,,,,,,
0,3,-40,-62,0,1,100,0,1384,408,88,72,0,-63,-55,0,0,100,0,112,16,88,64,0,-23,-16,0,0,100,0,1944,8,48,24,0,,,,,,,,,,,
0,3,-40,-62,0,1,100,0,1496,408,88,72,0,-63,-55,0,0,100,0,208,16,88,64,0,-23,-16,0,0,100,0,1944,8,48,24,0,,,,,,,,,,,
0,3,-40,-62,0,1,100,0,1608,408,88,72,0,-63,-55,0,0,100,0,304,16,88,64,0,-23,-16,0,0,100,0,1944,8,48,24,0,,,,,,,,,,,
0,3,-42,-62,0,1,100,0,1272,408,88,72,0,-33,-80,0,0,100,0,16,96,64,88,0,-23,-16,0,0,100,0,1944,8,48,24,0,,,,,,,,,,,
0,3,-42,-62,0,1,100,0,1384,408,88,72,0,-33,-80,0,0,100,0,88,96,64,88,0,-23,-16,0,0,100,0,1944,8,48,24,0,,,,,,,,,,,
0,3,-42,-62,0,1,100,0,1496,408,88,72,0,-33,-80,0,0,100,0,160,96,64,88,0,-23,-16,0,0,100,0,1944,8,48,24,0,,,,,,,,,,,
0,3,-42,-62,0,1,100,0,1608,408,88,72,0,-33,-80,0,0,100,0,232,96,64,88,0,-23,-16,0,0,100,0,1944,8,48,24,0,,,,,,,,,,,
0,4,-42,-62,0,1,100,0,1272,408,88,72,0,-9,-82,0,1,100,0,400,384,48,48,0,-60,-55,0,0,100,0,16,464,80,64,0,-23,-16,0,0,100,0,1944,8,48,24,0
0,4,-42,-62,0,1,100,0,1384,408,88,72,0,-9,-82,0,1,100,0,456,384,48,48,0,-60,-55,0,0,100,0,104,464,80,64,0,-23,-16,0,0,100,0,1944,8,48,24,0
0,4,-42,-62,0,1,100,0,1496,408,88,72,0,-9,-82,0,1,100,0,512,384,48,48,0,-60,-55,0,0,100,0,192,464,80,64,0,-23,-16,0,0,100,0,1944,8,48,24,0
0,4,-42,-62,0,1,100,0,1608,408,88,72,0,-9,-82,0,1,100,0,568,384,48,48,0,-60,-55,0,0,100,0,280,464,80,64,0,-23,-16,0,0,100,0,1944,8,48,24,0
0,4,-42,-62,0,1,100,0,1272,408,88,72,0,-52,-57,0,1,100,0,568,384,48,48,0,-56,-55,0,0,100,0,16,384,88,64,0,-23,-16,0,0,100,0,1944,8,48,24,0
0,4,-42,-62,0,1,100,0,1384,408,88,72,0,-52,-57,0,1,100,0,512,384,48,48,0,-56,-55,0,0,100,0,112,384,88,64,0,-23,-16,0,0,100,0,1944,8,48,24,0
0,4,-42,-62,0,1,100,0,1496,408,88,72,0,-52,-57,0,1,100,0,456,384,48,48,0,-56,-55,0,0,100,0,208,384,96,64,0,-23,-16,0,0,100,0,1944,8,48,24,0
0,4,-42,-62,0,1,100,0,1608,408,88,72,0,-52,-57,0,1,100,0,400,384,48,48,0,-56,-55,0,0,100,0,304,384,96,64,0,-23,-16,0,0,100,0,1944,8,48,24,0
0,2,-68,-40,0,0,100,0,16,272,96,48,0,-23,-16,0,0,100,0,1944,8,48,24,0,,,,,,,,,,,,,,,,,,,,,,
0,2,-82,-22,0,0,100,0,16,336,104,32,0,-24,-16,0,0,100,0,1944,8,48,24,0,,,,,,,,,,,,,,,,,,,,,,
0,2,-70,-53,0,0,100,0,16,200,96,56,0,-23,-16,0,0,100,0,1944,8,48,24,0,,,,,,,,,,,,,,,,,,,,,,
0,1,-70,-53,0,0,100,0,120,200,96,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,-46,-62,0,1,100,0,1272,408,88,72,0,-88,-87,0,0,100,0,16,728,112,96,0,-28,-16,0,0,100,0,1944,8,48,24,0,,,,,,,,,,,
0,3,-46,-62,0,1,75,0,1384,408,88,72,0,-88,-87,0,0,100,0,136,728,112,96,0,-28,-16,0,0,100,0,1944,8,48,24,0,,,,,,,,,,,
0,3,-46,-62,0,1,55,0,1496,408,88,72,0,-88,-87,0,0,100,0,256,728,112,96,0,-28,-16,0,0,100,0,1944,8,48,24,0,,,,,,,,,,,
