0,0,0,10,
1,0,0,10,
2,0,0,10,
3,0,0,10,
20,0,0,6,
21,0,0,4,
22,0,0,4,
23,0,0,4,
24,0,0,5,
25,0,0,5,
26,0,0,6,
27,0,0,6,
32,0,0,2,
33,0,0,8,
32,0,0,2,
28,0,0,8,
33,0,0,8,
32,0,0,8,
28,0,0,8,
153,0,0,7,
154,0,0,6,
155,0,0,5,
156,0,0,10,
157,0,0,8,
158,0,0,7,
159,0,0,6,
160,0,0,5,
161,0,0,4,
162,0,0,4,
163,0,0,4,
165,0,0,6,
166,0,0,6,
167,0,0,4,
168,0,0,4,
169,0,0,4,
170,0,0,4,
159,0,0,6,
158,0,0,7,
157,0,0,8,
155,0,0,7,
154,0,0,6,
153,0,0,6,
29,0,0,6,
30,0,0,6,
31,0,0,6,
0,0,0,10,
1,0,0,10,
2,0,0,10,
3,0,0,10,
0,0,0,10,
1,0,0,10,
2,0,0,10,
3,0,0,10,
0,0,0,10,
1,0,0,10,
2,0,0,10,
3,0,0,10,
0,0,0,10,
1,0,0,10,
2,0,0,10,
3,0,0,10,
0,0,0,10,
1,0,0,10,
2,0,0,10,
3,0,0,10,
