90,0,0,5,
91,0,0,5,
92,0,0,5,
93,0,0,5,
94,0,0,5,
95,0,0,5,
96,0,0,5,
97,0,0,5,
98,0,0,10,
99,0,0,4,
100,0,0,4,
101,0,0,5,
102,0,0,6,
103,0,0,8,
104,0,0,6,
105,0,0,7,
106,0,0,8,
107,0,0,4,
108,0,0,4,
109,0,0,5,
110,0,0,4,
111,0,0,4,
112,0,0,5,
113,0,0,5,
114,0,0,4,
115,0,0,5,
116,0,0,5,
117,0,0,3,
118,0,0,3,
119,0,0,3,
120,0,0,3,
121,0,0,3,
122,0,0,3,
123,0,0,4,
117,0,0,4,
118,0,0,4,
151,0,0,5,
152,0,0,5,
124,0,0,5,
125,0,0,6,
126,0,0,3,
127,0,0,7,
128,0,0,8,
129,0,0,5,
130,0,0,6,
131,0,0,6,
132,0,0,5,
133,0,0,6,
134,0,0,7,
135,0,0,8,
136,0,0,10,
137,0,0,3,
138,0,0,4,
139,0,0,4,
140,0,0,5,
141,0,0,6,
142,0,0,6,
143,0,0,5,
144,0,0,5,
145,0,0,5,
146,0,0,5,
147,0,0,5,
148,0,0,5,
149,0,0,5,
150,0,0,5,
153,0,0,3,
