0,7,-32,-56,0,1,100,0,256,72,64,72,0,-32,-64,0,0,100,0,0,0,64,72,0,-32,-16,0,1,50,0,512,0,64,32,0,3,-38,0,1,100,0,576,0,32,16,0,-13,-66,0,0,100,0,512,72,64,64,0,-32,-72,0,1,100,0,256,0,64,72,0,-32,-8,0,0,100,0,704,0,64,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,-32,-56,0,1,100,0,320,72,64,72,0,-32,-64,0,0,100,0,64,0,64,72,0,-32,-16,0,1,75,0,512,0,64,32,0,3,-39,0,1,100,0,576,0,32,16,0,-13,-67,0,0,100,0,512,72,64,64,0,-32,-72,0,1,75,0,320,0,64,72,0,-32,-8,0,0,100,0,704,0,64,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,-32,-56,0,1,100,0,384,72,64,72,0,-32,-64,0,0,100,0,128,0,64,72,0,-32,-16,0,1,100,0,512,0,64,32,0,3,-40,0,1,100,0,576,0,32,16,0,-13,-68,0,0,100,0,512,72,64,64,0,-32,-72,0,1,50,0,384,0,64,72,0,-32,-8,0,0,100,0,704,0,64,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,-32,-56,0,1,100,0,448,72,64,72,0,-32,-64,0,0,100,0,192,0,64,72,0,-32,-16,0,1,75,0,512,0,64,32,0,3,-39,0,1,100,0,576,0,32,16,0,-13,-67,0,0,100,0,512,72,64,64,0,-32,-72,0,1,75,0,448,0,64,72,0,-32,-8,0,0,100,0,704,0,64,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,-26,-56,0,1,100,0,256,72,64,72,0,-14,-40,0,0,100,0,256,328,32,32,0,-7,-58,2,0,100,270,512,72,64,64,0,-28,-62,0,0,100,0,0,72,64,72,0,-26,-72,0,1,100,0,256,0,64,72,0,-26,-16,0,1,50,0,512,0,64,32,0,-26,-8,0,0,100,0,704,16,64,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,-26,-56,0,1,100,0,320,72,64,72,0,-14,-39,0,0,100,0,256,328,32,32,0,-7,-57,2,0,100,270,512,72,64,64,0,-28,-62,0,0,100,0,64,72,64,72,0,-26,-72,0,1,75,0,320,0,64,72,0,-26,-16,0,1,75,0,512,0,64,32,0,-26,-8,0,0,100,0,704,16,64,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,-26,-56,0,1,100,0,384,72,64,72,0,-14,-39,0,0,100,0,288,328,32,32,0,-7,-57,2,0,100,270,512,72,64,64,0,-28,-62,0,0,100,0,128,72,64,72,0,-26,-72,0,1,50,0,384,0,64,72,0,-26,-16,0,1,100,0,512,0,64,32,0,-26,-8,0,0,100,0,704,16,64,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,-26,-56,0,1,100,0,448,72,64,72,0,-14,-40,0,0,100,0,288,328,32,32,0,-7,-58,2,0,100,270,512,72,64,64,0,-28,-62,0,0,100,0,192,72,64,72,0,-26,-72,0,1,75,0,448,0,64,72,0,-26,-16,0,1,75,0,512,0,64,32,0,-26,-8,0,0,100,0,704,16,64,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,-6,-66,0,1,100,0,512,32,40,40,0,-32,-56,0,1,100,0,256,72,64,72,0,-30,-64,0,0,100,0,0,144,64,72,0,-32,-16,0,1,25,0,512,0,64,32,0,-25,-38,1,1,100,0,576,0,32,16,0,-41,-66,1,0,100,0,512,72,64,64,0,-32,-32,0,1,100,0,256,40,64,32,0,-32,-8,0,0,100,0,704,0,64,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,-6,-66,0,1,100,0,632,32,40,40,0,-32,-56,0,1,100,0,320,72,64,72,0,-30,-64,0,0,100,0,64,144,64,72,0,-32,-16,0,1,50,0,512,0,64,32,0,-25,-39,1,1,100,0,576,0,32,16,0,-41,-67,1,0,100,0,512,72,64,64,0,-32,-32,0,1,75,0,320,40,64,32,0,-32,-8,0,0,100,0,704,0,64,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
